UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT
1654713374,29.07,40.79,84.0,400.0,12789.0,20654,937.49,1.97,2.05,13.55,2.113,0.048,1187
1654713375,29.1,40.79,71.0,400.0,12787.0,20654,937.492,1.94,2.02,13.36,2.083,0.047,1188
1654713376,29.14,40.75,86.0,400.0,12789.0,20658,937.48,1.93,2.01,13.31,2.075,0.047,1189
1654713377,29.15,40.72,1944.1240303826864,400.0,12786.0,20656,937.481,1.91,1.99,13.15,2.051,0.046,1190
1654713378,29.15,40.61,88.0,400.0,12791.0,20665,937.48,1.9,1.97,13.05,2.035,0.046,1191
1654713379,29.16,40.63,83.0,400.0,12788.0,20647,937.476,1.86,1.93,12.78,1.994,0.045,1192
1654713380,27.77,40.66,107.0,421.0,12764.0,20624,937.465,1.85,1.92,12.72,1.984,0.045,1193
1654713381,27.3,41.63,106.0,426.0,12769.0,20627,937.461,1.89,1.96,12.98,2.025,0.046,1194
1654713382,27.09,42.64,121.0,428.0,12770.0,20615,937.461,1.93,2.0,13.26,2.068,0.047,1195
1654713383,26.92,43.55,117.0,417.0,12771.0,20616,937.47,2.03,2.11,14.0,2.1830000000000003,0.049,1196
1654713384,26.84,44.2,119.0,424.0,12770.0,20616,937.462,2.07,2.15,14.24,2.22,0.05,1197
1654713385,26.75,44.65,109.0,404.0,12774.0,20621,937.458,2.08,2.16,14.29,2.229,0.05,1198
1654713386,26.67,45.09,105.0,400.0,12777.0,20631,937.466,2.06,2.14,14.2,2.214,0.05,1199
1654713387,26.58,45.38,112.0,406.0,12775.0,20634,937.46,2.06,2.14,14.2,2.215,0.05,1200
1654713388,26.56,45.65,95.0,400.0,12780.0,20633,937.476,2.07,2.15,14.21,2.216,0.05,1201
1654713389,26.48,45.82,97.0,401.0,12781.0,20641,937.477,2.08,2.16,14.31,2.232,0.05,1202
1654713390,26.43,46.03,91.0,400.0,12781.0,20647,937.482,2.08,2.16,14.33,2.235,0.05,1203
1654713391,26.4,46.14,94.0,400.0,12780.0,20628,937.482,2.13,2.22,14.68,2.289,0.052,1204
1654713392,26.36,46.3,89.0,400.0,12777.0,20636,937.492,2.16,2.24,14.86,2.317,0.052,1205
1654713393,26.32,46.45,93.0,400.0,12782.0,20648,937.504,2.17,2.26,14.96,2.333,0.053,1206
1654713394,26.29,46.57,98.0,400.0,12781.0,20645,937.502,2.18,2.27,15.02,2.343,0.053,1207
1654713395,26.26,46.63,100.0,400.0,12788.0,20650,937.511,2.18,2.26,15.0,2.339,0.053,1208
1654713396,26.23,46.74,79.0,400.0,12784.0,20657,937.516,2.17,2.25,14.92,2.327,0.053,1209
1654713397,26.19,46.83,89.0,400.0,12786.0,20642,937.517,2.17,2.25,14.93,2.3280000000000003,0.053,1210
1654713398,26.18,46.91,88.0,400.0,12781.0,20639,937.504,2.15,2.23,14.79,2.307,0.052,1211
1654713399,26.13,46.97,86.0,400.0,12783.0,20649,937.512,2.13,2.22,14.68,2.29,0.052,1212
1654713400,26.09,47.03,84.0,400.0,12789.0,20655,937.516,2.11,2.19,14.49,2.26,0.051,1213
1654713401,26.1,47.05,76.0,400.0,12788.0,20659,937.506,2.07,2.15,14.25,2.2230000000000003,0.05,1214
1654713402,15.972251808462968,47.15,70.0,400.0,12798.0,20657,937.495,2.0,2.08,13.75,2.144,0.048,1215
1654713403,26.06,47.21,81.0,401.0,12780.0,20643,937.493,1.94,2.02,13.39,2.087,0.047,1216
1654713404,26.0,47.24,82.0,400.0,12784.0,20654,937.491,1.86,1.93,12.78,1.993,0.045,1217
1654713405,25.99,47.3,81.0,400.0,12783.0,20652,937.498,1.86,1.93,12.77,1.992,0.045,1218
1654713406,25.98,47.37,71.0,400.0,12787.0,20661,937.488,1.82,1.89,12.55,1.956,0.044,1219
1654713407,25.98,47.45,67.0,400.0,12788.0,20663,937.485,1.8,1.87,12.36,1.927,0.044,1220
1654713408,25.98,47.47,70.0,400.0,12792.0,20656,937.481,1.77,1.84,12.21,1.904,0.043,1221
1654713409,25.93,47.53,66.0,400.0,12787.0,20664,937.491,1.76,1.83,12.13,1.891,0.043,1222
1654713410,27.39,47.43,53.0,400.0,12804.0,20680,937.487,1.81,1.88,12.46,1.942,0.044,1223
1654713411,27.81,46.39,48.0,400.0,12805.0,20678,937.487,1.82,1.89,12.52,1.952,0.044,1224
1654713412,28.04,45.38,57.0,400.0,12805.0,20673,937.504,1.88,1.96,12.96,2.02,0.046,1225
1654713413,28.15,44.54,58.0,400.0,12802.0,20673,937.501,1.91,1.99,13.15,2.051,0.046,1226
1654713414,28.28,43.85,70.0,400.0,12797.0,20674,937.491,1.98,2.06,13.64,2.127,0.048,1227
1654713415,28.35,43.27,66.0,400.0,12796.0,20667,937.494,2.03,2.11,13.97,2.178,0.049,1228
1654713416,28.43,42.89,72.0,400.0,12793.0,20667,937.496,2.09,2.17,14.39,2.244,0.051,1229
1654713417,28.5,42.57,70.0,400.0,12794.0,20662,937.499,2.1,2.18,14.45,2.254,0.051,1230
1654713418,28.56,42.3,77.0,400.0,12792.0,20665,937.491,2.11,2.19,14.51,2.263,0.051,1231
1654713419,28.6,42.13,64.0,400.0,12794.0,20659,937.493,2.08,2.16,14.34,2.236,0.051,1232
1654713420,28.67,41.92,68.0,400.0,12791.0,20669,937.49,2.08,2.17,14.35,2.237,0.051,1233
1654713421,28.7,41.79,76.0,400.0,12791.0,20660,937.492,2.15,2.23,14.8,2.3080000000000003,0.052,1234
1654713422,28.73,41.69,80.0,400.0,12793.0,20662,937.498,2.18,2.26,15.0,2.339,0.053,1235
1654713423,28.79,41.53,71.0,400.0,12786.0,20655,937.496,2.24,2.32,15.4,2.401,0.054,1236
1654713424,28.82,41.43,83.0,400.0,12792.0,20662,937.503,2.28,2.37,15.69,2.446,0.055,1237
1654713425,28.86,41.34,76.0,400.0,12790.0,20659,937.505,2.33,2.42,16.05,2.503,0.057,1238
1654713426,28.87,41.29,70.0,400.0,12791.0,20661,937.511,2.34,2.43,16.1,2.51,0.057,1239
1654713427,28.9,41.22,75.0,400.0,12792.0,20662,937.503,2.4,2.49,16.52,2.577,0.0579999999999999,1240
1654713428,28.94,41.17,64.0,400.0,12790.0,20665,937.492,2.43,2.53,16.76,2.613,0.059,1241
1654713429,28.97,41.1,75.0,400.0,12796.0,20671,937.489,2.48,2.57,17.06,2.66,0.06,1242
1654713430,29.0,41.06,66.0,400.0,12790.0,20667,937.497,2.48,2.58,17.09,2.665,0.06,1243
1654713431,29.03,40.99,63.0,400.0,12795.0,20669,937.487,2.48,2.58,17.08,2.6630000000000003,0.06,1244
1654713432,29.01,40.93,78.0,400.0,12782.0,20654,937.484,2.47,2.57,17.0,2.652,0.06,1245
1654713433,29.04,40.95,83.0,400.0,12785.0,20641,937.475,2.42,2.52,16.66,2.5980000000000003,0.059,1246
1654713434,29.07,40.85,73.0,400.0,12787.0,20657,937.481,2.39,2.48,16.42,2.56,0.0579999999999999,1247
1654713435,29.1,40.79,81.0,400.0,12785.0,20659,937.475,2.38,2.47,16.39,2.556,0.0579999999999999,1248
1654713436,29.11,40.75,65.0,400.0,12792.0,20669,937.484,2.39,2.48,16.42,2.5610000000000004,0.0579999999999999,1249
1654713437,29.12,40.74,64.0,400.0,12785.0,20662,937.494,2.38,2.47,16.39,2.556,0.0579999999999999,1250
1654713438,29.12,40.67,68.0,400.0,12785.0,20660,937.494,2.37,2.47,16.33,2.547,0.0579999999999999,1251
1654713439,29.15,40.65,67.0,400.0,12784.0,20658,937.492,2.34,2.44,16.13,2.515,0.057,1252
1654713440,27.76,40.71,87.0,415.0,12769.0,20636,937.487,2.32,2.41,15.99,2.494,0.0559999999999999,1253
1654713441,27.27,41.66,92.0,415.0,12771.0,20641,937.478,2.29,2.38,15.78,2.46,0.0559999999999999,1254
1654713442,27.08,42.67,84.0,404.0,12777.0,20647,937.482,2.24,2.32,15.4,2.402,0.054,1255
1654713443,26.91,43.51,78.0,408.0,12778.0,20654,937.479,2.21,2.29,15.18,2.3680000000000003,0.053,1256
1654713444,26.83,44.18,66.0,400.0,12782.0,20657,937.477,2.17,2.25,14.92,2.327,0.053,1257
1654713445,26.72,44.64,62.0,400.0,12781.0,20666,937.472,2.15,2.23,14.81,2.309,0.052,1258
1654713446,26.64,48.536968725454045,68.0,400.0,12783.0,20659,937.468,2.09,2.17,14.4,2.246,0.051,1259
1654713447,26.58,45.36,75.0,400.0,12782.0,20653,937.467,2.06,2.14,14.15,2.206,0.05,1260
1654713448,26.53,45.63,75.0,400.0,12784.0,20651,937.469,1.99,2.07,13.72,2.14,0.048,1261
1654713449,26.46,45.83,62.0,400.0,12787.0,20672,937.468,1.96,2.04,13.49,2.103,0.047,1262
1654713450,26.41,46.05,69.0,400.0,12788.0,20668,937.473,1.88,1.95,12.92,2.014,0.045,1263
1654713451,26.37,46.18,73.0,400.0,12786.0,20667,937.46,1.85,1.92,12.75,1.987,0.045,1264
1654713452,26.32,46.37,71.0,400.0,12788.0,20664,937.457,1.8,1.87,12.38,1.931,0.044,1265
1654713453,26.3,46.46,77.0,400.0,12784.0,20661,937.464,1.77,1.84,12.19,1.901,0.043,1266
1654713454,26.27,46.56,71.0,400.0,12789.0,20673,937.468,1.7,1.77,11.71,1.826,0.0409999999999999,1267
1654713455,26.2,46.7,61.0,400.0,12786.0,20668,937.461,1.79,1.86,12.31,1.919,0.043,1268
1654713456,26.2,46.78,56.0,400.0,12789.0,20671,937.458,2.0,2.08,13.79,2.15,0.049,1269
1654713457,26.16,46.86,74.0,400.0,12788.0,20664,937.458,2.07,2.15,14.24,2.221,0.05,1270
1654713458,26.15,46.91,77.0,400.0,12786.0,20653,937.459,2.14,2.22,14.72,2.296,0.052,1271
1654713459,26.13,46.99,90.0,400.0,12777.0,20635,937.456,2.19,2.27,15.04,2.345,0.053,1272
1654713460,26.09,47.11,101.0,400.0,12781.0,20628,937.452,2.22,2.31,15.28,2.383,0.054,1273
1654713461,26.06,47.16,108.0,408.0,12778.0,20634,937.469,2.22,2.31,15.29,2.385,0.054,1274
1654713462,26.02,47.18,95.0,400.0,12785.0,20637,937.474,2.21,2.3,15.2,2.371,0.054,1275
1654713463,25.99,47.21,89.0,400.0,12784.0,20635,937.462,2.19,2.28,15.08,2.351,0.053,1276
1654713464,25.99,47.28,85.0,400.0,12781.0,20640,937.467,2.19,2.28,15.08,2.351,0.053,1277
1654713465,25.99,47.38,92.0,400.0,12787.0,20641,937.462,2.17,2.25,14.93,2.329,0.053,1278
1654713466,25.95,47.46,96.0,400.0,12783.0,20636,937.472,2.15,2.23,14.77,2.303,0.052,1279
1654713467,25.95,47.49,88.0,400.0,12781.0,20637,937.472,2.08,2.16,14.29,2.229,0.05,1280
1654713468,25.93,47.56,96.0,400.0,12782.0,20628,937.483,2.02,2.1,13.91,2.17,0.049,1281
1654713469,25.92,47.57,103.0,400.0,12784.0,20632,937.482,1.93,2.01,13.31,2.075,0.047,1282
1654713470,27.36,47.53,77.0,400.0,12801.0,20653,937.485,1.9,1.97,13.06,2.037,0.046,1283
1654713471,27.78,46.46,94.0,400.0,12790.0,20631,937.47,1.84,1.91,12.64,1.971,0.045,1284
1654713472,28.0,45.42,90.0,400.0,12787.0,20641,937.485,1.8,1.87,12.39,1.933,0.044,1285
1654713473,28.12,44.58,86.0,400.0,12796.0,20648,937.485,1.79,1.86,12.33,1.923,0.043,1286
1654713474,28.24,43.89,94.0,400.0,12786.0,20641,937.486,1.77,1.84,12.18,1.899,0.043,1287
1654713475,28.33,43.4,85.0,400.0,12799.0,20649,937.49,1.75,1.82,12.05,1.879,0.042,1288
1654713476,28.4,42.94,72.0,400.0,12794.0,20648,937.487,1.75,1.82,12.05,1.879,0.042,1289
1654713477,28.48,42.63,71.0,400.0,12790.0,20651,937.485,1.73,1.8,11.89,1.854,0.042,1290
1654713478,28.55,42.37,79.0,400.0,12787.0,20643,937.475,1.7,1.77,11.71,1.827,0.0409999999999999,1291
1654713479,28.59,42.18,1944.1240303826864,400.0,12786.0,20644,937.46,1.67,1.74,11.5,1.794,0.0409999999999999,1292
1654713480,28.63,41.95,80.0,400.0,12787.0,20650,937.463,1.66,1.72,11.41,1.779,0.04,1293
1654713481,28.67,41.79,85.0,400.0,12784.0,20645,937.468,1.63,1.69,11.2,1.746,0.039,1294
1654713482,28.7,41.73,91.0,400.0,12789.0,20641,937.468,1.62,1.68,11.13,1.735,0.039,1295
1654713483,28.75,41.6,87.0,400.0,12789.0,20645,937.479,1.6,1.66,11.0,1.715,0.039,1296
1654713484,28.79,41.46,74.0,400.0,12789.0,20647,937.472,1.6,1.66,10.99,1.714,0.039,1297
1654713485,28.83,41.39,77.0,400.0,12796.0,20656,937.47,1.57,1.63,10.82,1.6869999999999998,0.038,1298
1654713486,28.87,41.34,80.0,400.0,12787.0,20655,937.472,1.55,1.61,10.67,1.664,0.038,1299
1654713487,28.9,41.25,66.0,400.0,12797.0,20660,937.468,1.51,1.56,10.36,1.616,0.037,1300
1654713488,28.93,41.19,79.0,400.0,12789.0,20652,937.467,1.49,1.55,10.24,1.597,0.036,1301
1654713489,28.93,41.13,72.0,400.0,12792.0,20662,937.47,1.48,1.54,10.2,1.59,0.036,1302
1654713490,28.95,41.06,70.0,400.0,12795.0,20658,937.482,1.54,1.6,10.61,1.655,0.037,1303
1654713491,28.98,41.08,63.0,400.0,12791.0,20666,937.488,1.58,1.64,10.85,1.6909999999999998,0.038,1304
1654713492,29.0,40.94,1944.1240303826864,400.0,12795.0,20652,937.48,1.62,1.68,11.13,1.736,0.039,1305
1654713493,29.03,40.94,60.0,400.0,12793.0,20666,937.49,1.64,1.71,11.3,1.7619999999999998,0.04,1306
1654713494,29.01,40.88,62.0,400.0,12795.0,20667,937.492,1.7,1.76,11.69,1.823,0.0409999999999999,1307
1654713495,29.05,40.84,61.0,400.0,12793.0,20671,937.49,1.71,1.78,11.76,1.834,0.0409999999999999,1308
1654713496,29.05,40.79,61.0,400.0,12798.0,20665,937.482,1.72,1.79,11.86,1.85,0.042,1309
1654713497,29.08,40.76,62.0,400.0,12799.0,20665,937.495,1.74,1.8,11.95,1.864,0.042,1310
1654713498,29.1,40.71,61.0,400.0,12795.0,20671,937.485,1.76,1.83,12.13,1.892,0.043,1311
1654713499,29.12,40.69,60.0,400.0,12791.0,20665,937.488,1.76,1.83,12.12,1.889,0.043,1312
1654713500,27.7,40.77,89.0,420.0,12774.0,20638,937.484,1.72,1.78,11.81,1.841,0.042,1313
1654713501,27.23,41.74,91.0,413.0,12772.0,20636,937.484,1.68,1.74,11.55,1.8,0.0409999999999999,1314
1654713502,27.01,42.75,71.0,410.0,12772.0,20643,937.483,1.65,1.72,11.37,1.773,0.04,1315
1654713503,26.88,43.61,82.0,411.0,12777.0,20655,937.491,1.64,1.71,11.31,1.764,0.04,1316
1654713504,26.78,44.25,64.0,400.0,12780.0,20653,937.485,1.63,1.7,11.23,1.751,0.04,1317
1654713505,26.69,44.72,62.0,400.0,12780.0,20667,937.489,1.61,1.68,11.11,1.733,0.039,1318
1654713506,26.64,45.1,53.0,400.0,12784.0,20674,937.489,1.63,1.69,11.2,1.746,0.039,1319
1654713507,26.53,45.44,54.0,400.0,12786.0,20677,937.487,1.67,1.74,11.52,1.796,0.0409999999999999,1320
1654713508,26.5,45.7,69.0,400.0,12781.0,20657,937.485,1.75,184.4434668528237,12.04,1.877,0.042,1321
1654713509,26.41,45.92,82.0,400.0,12782.0,20644,937.487,1.79,1.86,12.3,1.918,0.043,1322
1654713510,26.39,46.12,74.0,400.0,12782.0,20652,937.479,1.88,1.95,12.91,2.013,0.045,1323
1654713511,26.35,46.26,74.0,400.0,12785.0,20652,937.484,1.89,1.97,13.04,2.033,0.046,1324
1654713512,26.32,46.42,72.0,400.0,12787.0,20658,937.482,1.93,2.0,13.27,2.069,0.047,1325
1654713513,26.26,46.55,61.0,400.0,12791.0,20661,937.477,1.99,2.07,13.71,2.138,0.048,1326
1654713514,26.23,46.62,62.0,400.0,12786.0,20670,937.471,2.04,2.12,14.02,2.186,0.049,1327
1654713515,26.19,46.76,63.0,400.0,12784.0,20659,937.46,2.13,2.21,14.66,2.286,0.052,1328
1654713516,26.16,46.84,64.0,400.0,12786.0,20662,937.462,2.18,2.27,15.02,2.343,0.053,1329
1654713517,26.13,46.91,63.0,400.0,12786.0,20668,937.464,2.25,2.34,15.52,2.42,0.055,1330
1654713518,26.09,47.0,62.0,400.0,12787.0,20666,937.456,2.28,2.37,15.72,2.451,0.055,1331
1654713519,26.08,47.1,71.0,400.0,12788.0,20652,937.445,2.33,2.42,16.04,2.502,0.057,1332
1654713520,26.05,47.13,62.0,400.0,12790.0,20662,937.453,2.34,2.43,16.13,2.515,0.057,1333
1654713521,26.06,47.24,62.0,400.0,12788.0,20667,937.454,2.34,2.43,16.12,2.514,0.057,1334
1654713522,25.99,47.33,67.0,400.0,12788.0,20665,937.461,2.35,2.44,16.17,2.521,0.057,1335
1654713523,26.0,47.32,74.0,400.0,12786.0,20658,937.451,2.36,2.45,16.26,2.535,0.057,1336
1654713524,25.98,47.42,83.0,400.0,12782.0,20655,937.449,2.37,2.46,16.3,2.542,0.057,1337
1654713525,25.98,47.43,1944.1240303826864,400.0,12786.0,20652,937.455,2.35,2.45,16.2,2.526,0.057,1338
1654713526,25.92,47.48,73.0,400.0,12942.383835314064,20651,937.458,2.36,2.46,16.28,2.5380000000000003,0.057,1339
1654713527,25.92,47.57,70.0,400.0,12783.0,20651,937.469,2.37,2.46,16.31,2.543,0.057,1340
1654713528,25.91,47.59,80.0,400.0,12782.0,20644,937.467,2.38,2.47,16.39,2.555,0.0579999999999999,1341
1654713529,25.89,47.63,71.0,400.0,12787.0,20650,937.475,2.34,2.43,16.13,2.515,0.057,1342
1654713530,27.32,47.62,59.0,400.0,12796.0,20658,937.48,2.32,2.41,15.96,2.488,0.0559999999999999,1343
1654713531,27.76,46.56,66.0,400.0,12798.0,20656,937.47,2.24,2.33,15.45,2.4090000000000003,0.054,1344
1654713532,27.98,45.48,74.0,400.0,12798.0,20663,937.472,2.21,2.3,15.24,2.376,0.054,1345
1654713533,28.11,44.63,66.0,400.0,12796.0,20658,937.477,2.17,2.25,14.91,2.324,0.052,1346
1654713534,28.21,43.93,64.0,400.0,12794.0,20655,937.474,2.17,2.25,14.91,2.325,0.053,1347
1654713535,28.32,43.42,67.0,400.0,12794.0,20659,937.478,2.17,2.25,14.92,2.326,0.053,1348
1654713536,28.38,42.96,61.0,400.0,12796.0,20663,937.482,2.14,2.22,14.73,2.296,0.052,1349
1654713537,28.46,42.67,52.0,400.0,12801.0,20671,937.478,2.11,2.19,14.53,2.265,0.051,1350
1654713538,28.53,42.36,63.0,400.0,12786.0,20665,937.472,2.07,2.15,14.27,2.225,0.05,1351
1654713539,28.57,42.16,57.0,400.0,12799.0,20665,937.47,2.07,2.15,14.23,2.219,0.05,1352
1654713540,28.6,42.0,63.0,400.0,12789.0,20664,937.479,2.05,2.13,14.09,2.197,0.05,1353
1654713541,28.67,41.83,75.0,400.0,12790.0,20656,937.485,2.07,2.15,14.23,2.219,0.05,1354
1654713542,28.72,41.72,72.0,400.0,12791.0,20655,937.491,2.11,2.19,14.5,2.261,0.051,1355
1654713543,28.73,41.55,81.0,400.0,12787.0,20641,937.492,2.12,2.2,14.59,2.275,0.051,1356
1654713544,28.77,41.52,78.0,400.0,12791.0,20653,937.484,2.13,2.22,14.68,2.29,0.052,1357
1654713545,28.79,41.39,71.0,400.0,12791.0,20660,937.479,2.14,2.22,14.71,2.293,0.052,1358
1654713546,28.84,41.34,79.0,400.0,12789.0,20653,937.485,2.11,2.19,14.51,2.263,0.051,1359
1654713547,28.86,41.24,72.0,400.0,12790.0,20655,937.486,2.11,2.19,14.53,2.266,0.051,1360
1654713548,28.88,41.21,77.0,400.0,12792.0,20661,937.481,2.06,2.15,14.21,2.216,0.05,1361
1654713549,28.91,41.14,69.0,400.0,12791.0,20664,937.473,2.04,2.12,14.01,2.185,0.049,1362
1654713550,28.94,41.04,71.0,400.0,12788.0,20652,937.473,1.99,2.07,13.72,2.14,0.048,1363
1654713551,28.97,41.03,68.0,400.0,12791.0,20660,937.466,1.98,2.06,13.66,2.13,0.048,1364
1654713552,28.98,41.0,71.0,400.0,12790.0,20661,937.465,1.96,2.04,13.52,2.108,0.048,1365
1654713553,29.03,40.94,80.0,400.0,12792.0,20661,937.473,1.96,2.04,13.49,2.104,0.048,1366
1654713554,29.03,40.93,64.0,400.0,12789.0,20663,937.477,2.0,2.08,13.8,2.152,0.049,1367
1654713555,29.05,40.84,58.0,400.0,12797.0,20670,937.47,2.02,2.09,13.88,2.164,0.049,1368
1654713556,29.07,40.81,54.0,400.0,12796.0,20673,937.465,1.99,2.07,13.7,2.137,0.048,1369
1654713557,29.08,40.75,65.0,400.0,12795.0,20668,937.469,1.98,2.06,13.64,2.127,0.048,1370
1654713558,29.07,40.8,60.0,400.0,12789.0,20663,937.459,1.93,2.01,13.31,2.075,0.047,1371
1654713559,29.08,40.75,69.0,400.0,12787.0,20649,937.451,1.89,1.96,13.02,2.03,0.046,1372
1654713560,27.69,40.82,97.0,426.0,12767.0,20621,937.457,1.84,1.91,12.67,1.975,0.045,1373
1654713561,27.2,41.77,107.0,424.0,12771.0,20619,937.454,1.84,1.91,12.68,1.977,0.045,1374
1654713562,27.02,42.78,95.0,406.0,12775.0,20629,937.463,1.84,1.91,12.66,1.974,0.045,1375
1654713563,26.88,43.64,100.0,413.0,12778.0,20627,937.459,1.82,1.89,12.54,1.956,0.044,1376
1654713564,26.77,44.28,93.0,410.0,12777.0,20629,937.452,1.82,1.89,12.53,1.954,0.044,1377
1654713565,26.67,44.75,88.0,400.0,12784.0,20632,937.451,1.79,1.86,12.3,1.918,0.043,1378
1654713566,26.6,45.15,94.0,400.0,12782.0,20639,937.454,1.79,1.86,12.31,1.92,0.043,1379
1654713567,26.53,45.44,89.0,400.0,12782.0,20640,937.462,1.8,1.88,12.42,1.937,0.044,1380
1654713568,26.46,45.76,100.0,400.0,12782.0,20630,937.465,1.81,1.88,12.45,1.942,0.044,1381
1654713569,26.4,45.95,103.0,403.0,12781.0,20620,937.457,1.78,1.85,12.24,1.908,0.043,1382
1654713570,26.36,46.14,91.0,400.0,12783.0,20628,937.437,1.76,1.83,12.14,1.892,0.043,1383
1654713571,26.33,46.3,91.0,400.0,12785.0,20632,937.426,1.75,1.82,12.08,1.883,0.043,1384
1654713572,26.27,46.43,100.0,400.0,12779.0,20617,937.427,1.75,1.82,12.05,1.879,0.042,1385
1654713573,26.23,46.6,95.0,400.0,12784.0,20634,937.427,1.75,1.81,12.01,1.873,0.042,1386
1654713574,26.2,46.69,92.0,400.0,12787.0,20636,937.426,1.74,1.81,11.99,1.87,0.042,1387
1654713575,26.18,46.78,88.0,400.0,12785.0,20632,937.422,1.75,1.81,12.02,1.875,0.042,1388
1654713576,26.13,46.9,89.0,400.0,12787.0,20635,937.425,1.76,1.83,12.1,1.887,0.043,1389
1654713577,26.09,46.98,92.0,400.0,12783.0,20632,937.421,1.75,1.82,12.07,1.883,0.043,1390
1654713578,26.08,47.02,96.0,400.0,12778.0,20625,937.428,1.74,1.81,11.99,1.869,0.042,1391
1654713579,26.06,47.08,90.0,400.0,12787.0,20637,937.435,1.72,1.78,11.81,1.841,0.042,1392
1654713580,26.06,47.16,89.0,400.0,12778.0,20631,937.446,1.72,184.4434668528237,11.82,1.843,0.042,1393
1654713581,26.02,47.25,102.0,403.0,12781.0,20621,937.455,1.76,1.83,12.12,1.89,0.043,1394
1654713582,25.98,47.28,103.0,407.0,12781.0,20631,937.456,1.78,1.85,12.28,1.915,0.043,1395
1654713583,25.98,47.38,97.0,400.0,12779.0,20617,937.457,1.81,1.89,12.49,1.948,0.044,1396
1654713584,25.96,47.37,86.0,400.0,12784.0,20636,937.464,1.83,1.9,12.61,1.967,0.044,1397
1654713585,25.92,47.46,85.0,400.0,12792.0,20640,937.461,1.85,1.92,12.72,1.984,0.045,1398
1654713586,25.91,47.5,82.0,400.0,12784.0,20637,937.468,1.84,1.91,12.68,1.977,0.045,1399
1654713587,25.92,47.57,84.0,400.0,12789.0,20641,937.469,1.83,1.9,12.61,1.967,0.044,1400
1654713588,25.91,47.64,81.0,400.0,12788.0,20645,937.465,1.81,1.88,12.45,1.942,0.044,1401
1654713589,25.88,47.66,76.0,400.0,12790.0,20644,937.466,1.81,1.88,12.47,1.944,0.044,1402
1654713590,27.32,47.61,60.0,400.0,12804.0,20665,937.477,1.78,1.85,12.23,1.907,0.043,1403
1654713591,27.74,46.61,63.0,400.0,12803.0,20653,937.481,1.75,1.82,12.06,1.881,0.042,1404
1654713592,27.95,45.51,62.0,400.0,12808.0,20662,937.488,1.7,1.76,11.69,1.823,0.0409999999999999,1405
1654713593,28.09,44.69,75.0,400.0,12800.0,20660,937.475,1.68,1.75,11.58,1.806,0.0409999999999999,1406
1654713594,28.18,43.98,76.0,400.0,12795.0,20644,937.471,1.68,1.74,11.53,1.7990000000000002,0.0409999999999999,1407
1654713595,28.31,43.46,97.0,400.0,12793.0,20637,937.478,1.67,1.74,11.52,1.796,0.0409999999999999,1408
1654713596,28.36,43.03,89.0,400.0,12796.0,20634,937.481,1.71,1.78,11.77,1.835,0.0409999999999999,1409
1654713597,28.42,42.67,100.0,400.0,12790.0,20625,937.472,1.74,1.81,11.97,1.866,0.042,1410
1654713598,28.48,42.44,99.0,400.0,12789.0,20626,937.474,1.8,1.87,12.37,1.928,0.044,1411
1654713599,28.55,42.19,100.0,400.0,12789.0,20622,937.469,1.84,1.91,12.67,1.975,0.045,1412
1654713600,28.59,42.07,95.0,400.0,12788.0,20622,937.47,1.89,1.97,13.04,2.033,0.046,1413
1654713601,28.63,41.89,95.0,400.0,12789.0,20628,937.48,1.91,1.98,13.13,2.048,0.046,1414
1654713602,28.7,41.75,82.0,400.0,12799.0,20646,937.465,1.94,2.02,13.38,2.087,0.047,1415
1654713603,28.72,41.65,90.0,400.0,12789.0,20640,937.458,1.99,2.07,13.73,2.141,0.048,1416
1654713604,28.76,41.55,86.0,400.0,12791.0,20643,937.465,2.08,2.16,14.33,2.234,0.05,1417
1654713605,28.79,41.42,75.0,400.0,12793.0,20645,937.466,2.1,2.19,14.48,2.258,0.051,1418
1654713606,15.972251808462968,41.36,63.0,400.0,12792.0,20651,937.462,2.11,2.2,14.54,2.268,0.051,1419
1654713607,28.88,41.26,65.0,400.0,12796.0,20656,937.455,2.11,2.19,14.53,2.265,0.051,1420
1654713608,28.87,41.21,67.0,400.0,12789.0,20652,937.449,2.11,2.19,14.51,2.263,0.051,1421
1654713609,28.9,41.16,70.0,400.0,12797.0,20667,937.458,2.08,2.16,14.32,2.233,0.05,1422
1654713610,28.93,41.08,64.0,400.0,12797.0,20666,937.461,2.01,2.09,13.84,2.157,0.049,1423
1654713611,28.94,41.06,56.0,400.0,12792.0,20657,937.455,1.99,2.07,13.71,2.137,0.048,1424
1654713612,28.98,41.01,58.0,400.0,12794.0,20667,937.458,1.97,2.05,13.57,2.116,0.048,1425
1654713613,29.0,40.99,50.0,400.0,12793.0,20667,937.468,1.92,2.0,13.22,2.062,0.047,1426
1654713614,29.03,40.93,53.0,400.0,12795.0,20672,937.472,1.89,1.97,13.03,203.3826604572125,0.046,1427
1654713615,29.05,40.89,55.0,400.0,12794.0,20669,937.468,1.84,1.91,12.66,1.974,0.045,1428
1654713616,29.04,40.88,49.0,400.0,12798.0,20685,937.468,1.8,1.87,12.39,1.932,0.044,1429
1654713617,29.04,40.82,62.0,400.0,12795.0,20672,937.455,1.71,1.77,11.74,1.831,0.0409999999999999,1430
